start;end;corpus;sent_id;left;node;right;node_sentences;pref;suff;morphind;root;root_pos;affix;schema;clause_type;subordinate_clause_type;frame;syntactic_transitivity;dobj_syntax;dobj_role;dobj_animacy;dobj_concreteness;recipient_animacy;recipient_pronominality;recipient_syntax;agent_encoded;theme_encoded;recipient_encoded;notes;agent_pronominality;agent_animacy
67;74;ind_newscrawl_2011_1M;770406;Padahal atribut bangsa, seperti bendera, kaus, dan lain-lain mudah;dibeli;di lokasi pertandingan.;Padahal atribut bangsa, seperti bendera, kaus, dan lain-lain mudah<m>dibeli</m>di lokasi pertandingan.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;source_encoded;;
92;99;ind_news_2008_300K;201617;Sedangkan uang tunai senilai Rp10 miliar akan dipakai untuk pengadaan obat-obatan yang akan;dibeli;di Mesir.;Sedangkan uang tunai senilai Rp10 miliar akan dipakai untuk pengadaan obat-obatan yang akan<m>dibeli</m>di Mesir.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
21;28;ind_web_2012_1M;86366;Serbuk kayu ini bisa;dibeli;di petshop atau di tempat pembuat mebel rumahan dengan harga murah.;Serbuk kayu ini bisa<m>dibeli</m>di petshop atau di tempat pembuat mebel rumahan dengan harga murah.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;source_encoded;;
117;124;ind-id_web_2013_1M;364997;Jam tangan tersebut pun bermerk Cartier dengan tipe Ballon Blue de Cartier Watch yang dilapisi emas dan berlian yang;dibeli;di PT Cetralindo Perkasa Internasional dengan cara transfer ke Bank Central Asia BCA dengan nomer rekening 458.300.8708.;Jam tangan tersebut pun bermerk Cartier dengan tipe Ballon Blue de Cartier Watch yang dilapisi emas dan berlian yang<m>dibeli</m>di PT Cetralindo Perkasa Internasional dengan cara transfer ke Bank Central Asia BCA dengan nomer rekening 458.300.8708.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
147;154;ind_news_2008_300K;291270;Satu hari, ia mengajak empat orang kawan yang semuanya tukang becak untuk menumpang mobilnya guna membantunya mengangkut barang-barang yang hendak;dibeli;di suatu tempat.;Satu hari, ia mengajak empat orang kawan yang semuanya tukang becak untuk menumpang mobilnya guna membantunya mengangkut barang-barang yang hendak<m>dibeli</m>di suatu tempat.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
22;29;ind_web_2012_1M;185196;Di Jakarta pecan bisa;dibeli;di toko bahan kue yang besar, pasar swalayan besar dalam bentuk mentah atau sudah dipanggang.;Di Jakarta pecan bisa<m>dibeli</m>di toko bahan kue yang besar, pasar swalayan besar dalam bentuk mentah atau sudah dipanggang.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;source_encoded;;
118;125;ind-id_web_2013_1M;966450;Untuk mempercepat pengomposan, dapat ditambahkan bio-activator berupa larutan effective microorganism (EM) yang dapat;dibeli;di toko pertanian.;Untuk mempercepat pengomposan, dapat ditambahkan bio-activator berupa larutan effective microorganism (EM) yang dapat<m>dibeli</m>di toko pertanian.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
80;87;ind_newscrawl_2015_300K;235358;"""Saya memilih masak nasi dari hasil panen, dan tidak dicampur dengan beras yang";dibeli;di toko.;"""Saya memilih masak nasi dari hasil panen, dan tidak dicampur dengan beras yang<m>dibeli</m>di toko.";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
67;74;ind_web_2012_1M;909434;Cukup minum obat penurun panas dan penghilang rasa sakit yang bisa;dibeli;di warung, yang penting cukup istirahat, minum dan makanan bergizi.;Cukup minum obat penurun panas dan penghilang rasa sakit yang bisa<m>dibeli</m>di warung, yang penting cukup istirahat, minum dan makanan bergizi.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
47;54;ind_newscrawl_2011_1M;154156;Berdasarkan pengakuan tersangka, sabu-sabu itu;dibeli;dikonsumsi bersama teman temannya.;Berdasarkan pengakuan tersangka, sabu-sabu itu<m>dibeli</m>dikonsumsi bersama teman temannya.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;;;
23;30;ind-id_web_2013_1M;973106;Untuk tiket biasa bisa;dibeli;dimana saja dan anda harus deposit uang yang nantinya bisa diambil kembali sewaktu anda mengembalikan tiket tersebut.;Untuk tiket biasa bisa<m>dibeli</m>dimana saja dan anda harus deposit uang yang nantinya bisa diambil kembali sewaktu anda mengembalikan tiket tersebut.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;source_encoded;;
21;28;ind_newscrawl_2016_1M;429316;Kemudian ranmor yang;dibeli;disalurkan ke se-jumlah dinas untuk digunakan sebagai kendaraan operasional.;Kemudian ranmor yang<m>dibeli</m>disalurkan ke se-jumlah dinas untuk digunakan sebagai kendaraan operasional.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
23;30;ind-id_web_2013_1M;862771;Setelah WhatsApp resmi;dibeli;Facebook dengan harga 19 miliar dollar AS atau sekitar Rp 224 triliun, Jan Koum melakukan ritual yang mengharukan.;Setelah WhatsApp resmi<m>dibeli</m>Facebook dengan harga 19 miliar dollar AS atau sekitar Rp 224 triliun, Jan Koum melakukan ritual yang mengharukan.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;adverbial;;transitive;proper name;agent;inanimate;concrete;;;;TRUE;;;"core-non-pp_agent; rate_encoded";proper name;inanimate
8;15;ind-id_web_2013_1M;782699;Sebelum;dibeli;Facebook, Twitter memang dikabarkan ngebet mengakuisisi Instagram.;Sebelum<m>dibeli</m>Facebook, Twitter memang dikabarkan ngebet mengakuisisi Instagram.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;adverbial;;transitive;proper name;agent;inanimate;concrete;;;;TRUE;;;core-non-pp_agent;proper name;inanimate
25;32;ind_newscrawl_2012_1M;287328;Hanya empat gerabah yang;dibeli;Indrawati dari Kasongan serta lukisan dan televisi.;Hanya empat gerabah yang<m>dibeli</m>Indrawati dari Kasongan serta lukisan dan televisi.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;transitive;proper name;agent;animate;concrete;;;;TRUE;;;"core-non-pp_agent; source_encoded";proper name;animate
18;25;ind_newscrawl_2011_1M;109270;Apalagi susu yang;dibeli;IPS kebanyakan dari kualitas sedang dengan harga RP 3.000-3.;Apalagi susu yang<m>dibeli</m>IPS kebanyakan dari kualitas sedang dengan harga RP 3.000-3.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;transitive;proper name;agent;inanimate;concrete;;;;TRUE;;;core-non-pp_agent;proper name;inanimate
61;68;ind_news_2011_300K;149086;Ia menambahkan saham bank dan otomotif saat ini memang harus;dibeli;karena tingkat harga yang rendah setelah krisis utang di Eropa makin memburuk.;Ia menambahkan saham bank dan otomotif saat ini memang harus<m>dibeli</m>karena tingkat harga yang rendah setelah krisis utang di Eropa makin memburuk.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;complement_clause;;intransitive;;;;;;;;FALSE;;;;;
22;29;ind_news_2010_300K;141348;Menurut dia, SUN yang;dibeli;kembali oleh Pemerintah melalui transaksi SUN secara langsung sebesar Rp168 miliar, dinyatakan lunas dan tidak berlaku lagi.;Menurut dia, SUN yang<m>dibeli</m>kembali oleh Pemerintah melalui transaksi SUN secara langsung sebesar Rp168 miliar, dinyatakan lunas dan tidak berlaku lagi.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;TRUE;;;"pp_agent; money_encoded";proper name;inanimate
33;40;ind_news_2008_300K;59857;Deco menjadi pemain pertama yang;dibeli;manajer Chelsea yang baru Luiz Felipe Scolari.;Deco menjadi pemain pertama yang<m>dibeli</m>manajer Chelsea yang baru Luiz Felipe Scolari.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;transitive;np;agent;animate;concrete;;;;TRUE;;;core-non-pp_agent;np;animate
124;131;ind_news_2010_300K;240696;Pedagang pengecer sekitar SPBU acapkali menjual BBM dengan harga tiga kali lipat dari harga di SPBU, namun minyak itu tetap;dibeli;masyarakat untuk memenuhi kebutuhan, katanya.;Pedagang pengecer sekitar SPBU acapkali menjual BBM dengan harga tiga kali lipat dari harga di SPBU, namun minyak itu tetap<m>dibeli</m>masyarakat untuk memenuhi kebutuhan, katanya.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;transitive;np;agent;animate;concrete;;;;TRUE;;;core-non-pp_agent;np;animate
151;158;ind_news_2008_300K;196918;"""Laporan hendaknya dilaporkan secepatnya, dengan demikian maka dapat langsung turunkan tim guna melakukan pengujian dilokasi dimana premium atau solar";dibeli;"masyarakat,""kata Asep.";"""Laporan hendaknya dilaporkan secepatnya, dengan demikian maka dapat langsung turunkan tim guna melakukan pengujian dilokasi dimana premium atau solar<m>dibeli</m>masyarakat,""kata Asep.";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;adverbial;;transitive;np;agent;animate;concrete;;;;TRUE;;;core-non-pp_agent;np;animate
72;79;ind_newscrawl_2016_1M;91177;Berdasarkan sejarahnya, Petok D 292 awalnya milik RM Djoko Sengkolo dan;dibeli;Moh Wiyono pada 1962.;Berdasarkan sejarahnya, Petok D 292 awalnya milik RM Djoko Sengkolo dan<m>dibeli</m>Moh Wiyono pada 1962.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;transitive;proper name;agent;animate;concrete;;;;TRUE;;;core-non-pp_agent;proper name;animate
8;15;ind_news_2009_300K;235981;Martins;dibeli;Newcastle pada 2006 ketika Newcastle diasuh oleh Glenn Roeder.;Martins<m>dibeli</m>Newcastle pada 2006 ketika Newcastle diasuh oleh Glenn Roeder.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;transitive;proper name;agent;inanimate;concrete;;;;TRUE;;;core-non-pp_agent;proper name;inanimate
133;140;ind_news_2011_300K;291993;"Setelah berhasil menjatuhkan semua pin, Wagub kemudian melanjutkan peninjauan terhadap mesin cuci ""lane"" (lintasan) boling baru yang";dibeli;oleh arena boling tersebut.;"Setelah berhasil menjatuhkan semua pin, Wagub kemudian melanjutkan peninjauan terhadap mesin cuci ""lane"" (lintasan) boling baru yang<m>dibeli</m>oleh arena boling tersebut.";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;TRUE;;;pp_agent;np;inanimate
66;73;ind-id_web_2013_1M;531467;Membuat situs upload video untuk publik, yang satu tahun kemudian;dibeli;oleh Google seharga 1,65 miliar dollar AS, yaitu YouTube.;Membuat situs upload video untuk publik, yang satu tahun kemudian<m>dibeli</m>oleh Google seharga 1,65 miliar dollar AS, yaitu YouTube.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;TRUE;;;pp_agent;proper name;inanimate
159;166;ind_newscrawl_2015_300K;227335;Saat berorasi di hadapan ribuan kader dan simpatisan Partai Gerindra dari Kabupaten Cilacap dan Banyumas, Prabowo mengatakan bahwa bangsa Indonesia tidak bisa;dibeli;oleh orang-orang asing.;Saat berorasi di hadapan ribuan kader dan simpatisan Partai Gerindra dari Kabupaten Cilacap dan Banyumas, Prabowo mengatakan bahwa bangsa Indonesia tidak bisa<m>dibeli</m>oleh orang-orang asing.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;complement_clause;;intransitive;;;;;;;;TRUE;;;pp_agent;np;animate
118;125;ind_newscrawl_2011_1M;756543;Hal ini disebabkan masih banyaknya masyarakat yang kurang menyadari betapa mahalnya suara mereka, sehingga tidak bisa;dibeli;oleh para calon.;Hal ini disebabkan masih banyaknya masyarakat yang kurang menyadari betapa mahalnya suara mereka, sehingga tidak bisa<m>dibeli</m>oleh para calon.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;adverbial;;intransitive;;;;;;;;TRUE;;;pp_agent;np;animate
40;47;ind_web_2012_1M;641237;Ikan hasil tangkapan nelayan di Morotai;dibeli;oleh pengumpul, kemudian dikirim ke pengusaha eksportir di daerah lain, seperti Bitung dan Surabaya.;Ikan hasil tangkapan nelayan di Morotai<m>dibeli</m>oleh pengumpul, kemudian dikirim ke pengusaha eksportir di daerah lain, seperti Bitung dan Surabaya.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;TRUE;;;pp_agent;np;animate
104;111;ind_web_2012_1M;127973;Sedangkan hasil yang mereka peroleh juga berputar di Pulau Bawean, terkecuali hasil tangkapan ikan yang;dibeli;oleh perahu dari jawa dengan harga sangat murah.;Sedangkan hasil yang mereka peroleh juga berputar di Pulau Bawean, terkecuali hasil tangkapan ikan yang<m>dibeli</m>oleh perahu dari jawa dengan harga sangat murah.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;TRUE;;;"pp_agent; rate_encoded";np;inanimate
92;99;ind_news_2008_300K;99753;"""Jadi yang berhak ikut mandatory tender offer adalah 44,9 persen saham publik yang mestinya";dibeli;"oleh Qtel,"" katanya.";"""Jadi yang berhak ikut mandatory tender offer adalah 44,9 persen saham publik yang mestinya<m>dibeli</m>oleh Qtel,"" katanya.";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;TRUE;;;pp_agent;proper name;inanimate
89;96;ind_news_2009_300K;274242;YouTube, yang didirikan oleh Chad Hurley, Steve Chen dan Jawed Karim pada Februari 2005,;dibeli;oleh raksasa pencari di Internet, Google, dengan harga 1,65 miliar dolar AS pada November 2006.;YouTube, yang didirikan oleh Chad Hurley, Steve Chen dan Jawed Karim pada Februari 2005,<m>dibeli</m>oleh raksasa pencari di Internet, Google, dengan harga 1,65 miliar dolar AS pada November 2006.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;TRUE;;;pp_agent;np;inanimate
34;41;ind_news_2011_300K;104533;Klub asal pantai selatan tersebut;dibeli;oleh seorang anggota kerajaan Qatar pada akhir musim 2009/10 dan sedang membangun tim yang mereka harapkan akan memberi tantangan untuk meraih tempat pada kualifikasi Eropa musim mendatang.;Klub asal pantai selatan tersebut<m>dibeli</m>oleh seorang anggota kerajaan Qatar pada akhir musim 2009/10 dan sedang membangun tim yang mereka harapkan akan memberi tantangan untuk meraih tempat pada kualifikasi Eropa musim mendatang.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;TRUE;;;pp_agent;np;animate
103;110;ind_web_2012_1M;909912;Tahapan awal yang perlu ditempuh adalah Unik diminta untuk menaksir asset yang dimiliki untuk kemudian;dibeli;oleh UB.;Tahapan awal yang perlu ditempuh adalah Unik diminta untuk menaksir asset yang dimiliki untuk kemudian<m>dibeli</m>oleh UB.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;adverbial;;intransitive;;;;;;;;TRUE;;;pp_agent;proper name;inanimate
44;51;ind_news_2011_300K;230882;Kanvas karya seniman Bali lebih banyak yang;dibeli;"oleh wisatawan mancanegara saat berliburan ke Bali, maupun koleksi seni yang langsung dibawa pulang ke negaranya, sehingga tidak tercatat secara resmi"".";"Kanvas karya seniman Bali lebih banyak yang<m>dibeli</m>oleh wisatawan mancanegara saat berliburan ke Bali, maupun koleksi seni yang langsung dibawa pulang ke negaranya, sehingga tidak tercatat secara resmi"".";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;TRUE;;;pp_agent;np;animate
26;33;ind-id_web_2013_1M;74807;Aset seluas 2.155 m2 yang;dibeli;pada 1989 tersebut kondisinya tak terawat.;Aset seluas 2.155 m2 yang<m>dibeli</m>pada 1989 tersebut kondisinya tak terawat.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
60;67;ind_newscrawl_2012_1M;178997;Hal tersebut wajar, seperti bangunan dan rumah lainnya yang;dibeli;pada tahun 1996.;Hal tersebut wajar, seperti bangunan dan rumah lainnya yang<m>dibeli</m>pada tahun 1996.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
37;44;ind_newscrawl_2016_1M;761992;Sebab harga rata-rata per liter yang;dibeli;para pedagang, hanya mencapai Rp 5.000 saja.;Sebab harga rata-rata per liter yang<m>dibeli</m>para pedagang, hanya mencapai Rp 5.000 saja.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_rate;subordinate;relative_clause;;transitive;np;agent;animate;concrete;;;;TRUE;;;core-non-pp_agent;np;animate
26;33;ind_news_2011_300K;83230;Biasanya Tomat masih bisa;dibeli;pedagang pengumpul minimal Rp1000 hingga Rp1500/kg.;Biasanya Tomat masih bisa<m>dibeli</m>pedagang pengumpul minimal Rp1000 hingga Rp1500/kg.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;transitive;np;agent;animate;concrete;;;;TRUE;;;core-non-pp_agent;np;animate
21;28;ind_newscrawl_2012_1M;550167;Namun, setelah model;dibeli;pemerintah, pemrakarsa tidak lagi boleh mengikuti tender dan hanya menjadi konsultan pemerintah.;Namun, setelah model<m>dibeli</m>pemerintah, pemrakarsa tidak lagi boleh mengikuti tender dan hanya menjadi konsultan pemerintah.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;adverbial;;transitive;np;agent;inanimate;concrete;;;;TRUE;;;core-non-pp_agent;np;inanimate
43;50;ind_newscrawl_2012_1M;14377;Trafo seperti itu, kata Dahlan, dulu biasa;dibeli;PLN dengan harga Rp 120 miliar, tetapi saat dirinya menjadi Dirut bisa membeli trafo semacam itu hanya senilai Rp 39 miliar.;Trafo seperti itu, kata Dahlan, dulu biasa<m>dibeli</m>PLN dengan harga Rp 120 miliar, tetapi saat dirinya menjadi Dirut bisa membeli trafo semacam itu hanya senilai Rp 39 miliar.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;transitive;proper name;agent;inanimate;concrete;;;;TRUE;;;"core-non-pp_agent; rate_encoded";proper name;inanimate
145;152;ind_newscrawl_2012_1M;902811;Sementara itu, pihak Bank Artha Graha Internasional Tbk membantah berada di balik kasus dugaan suap itu-meski cek pelawat untuk menyuap tersebut;dibeli;PT First Mujur dari Bank Artha Graha.;Sementara itu, pihak Bank Artha Graha Internasional Tbk membantah berada di balik kasus dugaan suap itu-meski cek pelawat untuk menyuap tersebut<m>dibeli</m>PT First Mujur dari Bank Artha Graha.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;adverbial;;transitive;proper name;agent;inanimate;concrete;;;;TRUE;;;"core-non-pp_agent; source_encoded";proper name;inanimate
55;62;ind_web_2012_1M;398570;Tambah pula nanti kena bayar GST bagi setiap barang yg;dibeli;Respon Anda Bagi Pendapat Ini?;Tambah pula nanti kena bayar GST bagi setiap barang yg<m>dibeli</m>Respon Anda Bagi Pendapat Ini?;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
97;104;ind_news_2008_300K;282395;Pihak kejaksaan juga menerima barang bukti berupa satu buah telepon genggam Nokia seri N 70 yang;dibeli;Ryan dengan menggunakan kartu kredit Heri Santoso yang menjadi korban mutilasi Ryan.;Pihak kejaksaan juga menerima barang bukti berupa satu buah telepon genggam Nokia seri N 70 yang<m>dibeli</m>Ryan dengan menggunakan kartu kredit Heri Santoso yang menjadi korban mutilasi Ryan.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;transitive;proper name;agent;animate;concrete;;;;TRUE;;;"core-non-pp_agent; money_encoded";proper name;animate
77;84;ind_newscrawl_2011_1M;305271;Ahli Asosisi Industri Helm Indonesia mengatakan, bahwa semua helm yang sudah;dibeli;sebelum tanggal 1 April 2010, namun sudah sesuai standar (half face dan Full face) tetap boleh dipakai.;Ahli Asosisi Industri Helm Indonesia mengatakan, bahwa semua helm yang sudah<m>dibeli</m>sebelum tanggal 1 April 2010, namun sudah sesuai standar (half face dan Full face) tetap boleh dipakai.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
52;59;ind_web_2012_1M;349305;Langsung hunting lewat mbah google dan didapat bisa;dibeli;secara online, namun mencoba dulu di Gramed Batam, wuiiih.;Langsung hunting lewat mbah google dan didapat bisa<m>dibeli</m>secara online, namun mencoba dulu di Gramed Batam, wuiiih.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;;;
9;16;ind-id_web_2013_1M;605101;New York;dibeli;seharga US$ 24 dengan perhiasan dan manik-manik.;New York<m>dibeli</m>seharga US$ 24 dengan perhiasan dan manik-manik.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;intransitive;;;;;;;;FALSE;;;rate_encoded;;
27;34;ind-id_web_2013_1M;347762;IPhone dan Blackberry yang;dibeli;selain dari operator selular adalah produk “Haram”.;IPhone dan Blackberry yang<m>dibeli</m>selain dari operator selular adalah produk “Haram”.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;source_encoded;;
75;82;ind-id_web_2013_1M;543455;Menurut dia, pemeriksaan tersebut untuk memastikan semua aset yang ada dan;dibeli;selama lima tahun kepemimpinannya masih utuh.;Menurut dia, pemeriksaan tersebut untuk memastikan semua aset yang ada dan<m>dibeli</m>selama lima tahun kepemimpinannya masih utuh.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
148;155;ind_newscrawl_2012_1M;107004;Menteri Pertahanan Juwono Sudarsono mengaku terkejut dengan temuan Departemen Kelautan dan Perikanan mengenai penjualan Pulau Bawah yang dikabarkan;dibeli;seorang pengusaha asal Malaysia dan Australia.;Menteri Pertahanan Juwono Sudarsono mengaku terkejut dengan temuan Departemen Kelautan dan Perikanan mengenai penjualan Pulau Bawah yang dikabarkan<m>dibeli</m>seorang pengusaha asal Malaysia dan Australia.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;verb_complement;;transitive;np;agent;animate;concrete;;;;TRUE;;;core-non-pp_agent;np;animate
82;89;ind_web_2012_1M;936410;Sebuah bangunan tua di depan Telomoyo pojokan Much Suyudi belum lama isiunya juga;dibeli;Sido Muncul,eks rumah dokter.;Sebuah bangunan tua di depan Telomoyo pojokan Much Suyudi belum lama isiunya juga<m>dibeli</m>Sido Muncul,eks rumah dokter.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;transitive;proper name;agent;inanimate;concrete;;;;TRUE;;;core-non-pp_agent;proper name;inanimate
91;98;ind_news_2009_300K;38816;Ia menegaskan bahwa tiket untuk pertandingan MU melawan Indonesia All Stars IAS yang sudah;dibeli;sudah diputuskan akan tetap berlaku untuk tur MU di Jakarta tahun depan atau tahun 2011.;Ia menegaskan bahwa tiket untuk pertandingan MU melawan Indonesia All Stars IAS yang sudah<m>dibeli</m>sudah diputuskan akan tetap berlaku untuk tur MU di Jakarta tahun depan atau tahun 2011.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
85;92;ind_web_2011_300K;12899;Dengan sistem ini, masyarakat dapat mengidentifikasikan yang mana property yang akan;dibeli;tanpa harus survey ke lokasi properti tersebut.;Dengan sistem ini, masyarakat dapat mengidentifikasikan yang mana property yang akan<m>dibeli</m>tanpa harus survey ke lokasi properti tersebut.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
67;74;ind_newscrawl_2011_1M;3394;''Program ini mendorong pengguna membeli barang virtual yang sudah;dibeli;teman mereka sebelumnya,'' jelas Deb Liu, Manajer Marketing Pemasaran Produk Facebook pada konferensi Inside Social Apps di San Fransisco, Selasa (25/1).;''Program ini mendorong pengguna membeli barang virtual yang sudah<m>dibeli</m>teman mereka sebelumnya,'' jelas Deb Liu, Manajer Marketing Pemasaran Produk Facebook pada konferensi Inside Social Apps di San Fransisco, Selasa (25/1).;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;transitive;np;agent;animate;concrete;;;;TRUE;;;core-non-pp_agent;np;animate
21;28;ind_newscrawl_2015_300K;247819;Sehingga produk yang;dibeli;"tersebut harus standar nasional,"" kata Kepala Dinas Perindustrian dan Perdagangan (Diperindag) Provinsi..";"Sehingga produk yang<m>dibeli</m>tersebut harus standar nasional,"" kata Kepala Dinas Perindustrian dan Perdagangan (Diperindag) Provinsi..";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
69;76;ind_web_2012_1M;479210;Langkah kedua: kalau sulit tertawa, ingatlah bahwa barang yang sudah;dibeli;tidak bisa dikembalikan.;Langkah kedua: kalau sulit tertawa, ingatlah bahwa barang yang sudah<m>dibeli</m>tidak bisa dikembalikan.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
139;146;ind_news_2011_300K;179247;"""Dengan cara memesan jauh-jauh hari, pelanggan bisa menghindari lonjakan harga tiket yang biasa tiba-tiba terjadi, atau minimal tiket yang";dibeli;"tidak semahal apabila membeli dengan cara mendadak,"" jelasnya.";"""Dengan cara memesan jauh-jauh hari, pelanggan bisa menghindari lonjakan harga tiket yang biasa tiba-tiba terjadi, atau minimal tiket yang<m>dibeli</m>tidak semahal apabila membeli dengan cara mendadak,"" jelasnya.";di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;subordinate;relative_clause;;intransitive;;;;;;;;FALSE;;;;;
16;23;ind_newscrawl_2011_1M;736925;Daging kemudian;dibeli;warga dengan sistem hutang.;Daging kemudian<m>dibeli</m>warga dengan sistem hutang.;di-;NA;di+beli<v>_VSP;beli;v;di-;subj_theme;main;;;transitive;np;agent;animate;concrete;;;;TRUE;;;core-non-pp_agent;np;animate
